Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
89e646eead35c37fa2ae8eed9fbfb15df001b6261e6152bef8279d9e1815f532,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.995010,52.187455,On or near CROWE STREET,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
21272cf9ee72ba46aa3125c56b73e10ccbd0bdc45f868fc3a7b7dc16bb310ae3,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.711592,52.246796,On or near BRENTGOVEL STREET,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
6c42072a3d1bcc90eee43e6f4b2e27fc5cb2a64f23698eccc42a6f3c4d551e5d,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.436794,52.081709,On or near MILL ROAD,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
bb1fbfeb3224441c7eb58e50ebfe621c15504fb958bdc8b9552813713737a1be,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.694217,52.298030,On or near THE DRIFT,E01030135,St Edmundsbury 008E,Investigation complete; no suspect identified
92e0825caf65b0ece598a8d672b1db13edd89b34d58bf59ec2a357b15a638d39,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.486046,52.368763,On or near TITHE AVENUE,E01032525,Forest Heath 003H,Investigation complete; no suspect identified
4c966e79c7b41be429faf6049a747e6d38fc49781e34a0cf45617ab722f4abdd,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.932179,52.299822,On or near THE CAUSEWAY,E01030068,Mid Suffolk 002F,Investigation complete; no suspect identified
a0f33cc47cfe53a455ada10647580a9f72ce9881c40e0f09a71b401a85d50d41,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.709186,52.256356,On or near STEPHENSON PLACE,E01030137,St Edmundsbury 006D,Investigation complete; no suspect identified
61ee2f319bb6a1d1d8de1b69cdff8c6fb6e421f5c5ec07eed8e8c09858d4176b,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.743020,52.476681,On or near ASHBY ROAD,E01030265,Waveney 004F,Investigation complete; no suspect identified
621faba80b5d906c66a5cebc3d878c24bf1a6288c014a144820a614eedad9734,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.441144,52.446256,On or near MANOR ROAD,E01030232,Waveney 013C,Investigation complete; no suspect identified
3eeb2b3a14312657be47bbd4ba4545810d6c73a63418356764f38035f7779c68,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.980064,52.204634,On or near Petrol Station,E01030056,Mid Suffolk 006B,Investigation complete; no suspect identified
4c2113927c507217afa522517cc15bb47c5067ad924c6d886fbfd6beee5caeb6,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.508252,52.340651,On or near Park/Open Space,E01029947,Forest Heath 004E,Investigation complete; no suspect identified
50167baf3f9ef312793091ebd4f18ccc2e74d7809ecdb0ee1c7b5de0ed379ede,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.689988,52.239871,On or near LANGTON ROAD,E01030124,St Edmundsbury 007C,Investigation complete; no suspect identified
1e3876fc86fdce9f4451e8fd6050c90567d056f5084d05a29422c2a6c4b281f4,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.343331,52.104985,On or near BRICK KILN LANE,E01030194,Suffolk Coastal 005B,Investigation complete; no suspect identified
1b62adb0a1faaf28dc673e7229b4aaf2ff8ebd464c45ab20cd8fdd3a74cb6783,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.141279,52.079329,On or near Sports/Recreation Area,E01030033,Ipswich 001B,Investigation complete; no suspect identified
9a86440c12a889dd4e0a539af4af140331ef49320b36235ef0257c4371d622cb,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.207466,52.035399,On or near RANSOMES WAY,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
6bea34108159c3d9717112b1ad0533d21a4540b9e6a1c4e7a3b440b376e9bd0f,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.941821,52.179675,On or near B1115,E01030063,Mid Suffolk 009A,Investigation complete; no suspect identified
162eeb32bdfd594c237a47846558328ba55dd3debf8b8ccf217357547b71a72b,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.873053,51.970504,On or near COURT STREET,E01029906,Babergh 009D,Investigation complete; no suspect identified
6f24e06a25a79b5659d6dce61639b92cd047765202c1d093d0694c753a149c6f,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.135146,52.085330,On or near HOMER CLOSE,E01030036,Ipswich 001E,Investigation complete; no suspect identified
3e27337bc06f2441c5f77b33dac6c7da90985a1dc22a26678fdfcc6aa467408f,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.684094,52.250698,On or near GREENE ROAD,E01030125,St Edmundsbury 007D,Investigation complete; no suspect identified
d6f6f6704d51f68164d203150e6523c39c8ab5e9130c4cf67249cb596f01bf63,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.135734,52.083515,On or near PARNELL ROAD,E01030036,Ipswich 001E,Investigation complete; no suspect identified
842eb13eab6038b8e559b2993499c58e23a14a2faf7b08b531425abe2ded18f0,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.000533,52.186029,On or near GIPPING WAY,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
cffaa07bb51b4cc475b7f88a4e0c1e4bdcb25fdb5cae4fefdf1c51c2e5deed90,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.730613,52.038592,On or near MARKET HILL,E01029920,Babergh 007H,Investigation complete; no suspect identified
488da695b618c70d715dd70c536f29066162c5966d206e94bf7783e86ff617ed,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.435625,52.081949,On or near CHAUNTRY ROAD,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
71ad824c6f3744d5d09fc9c11a44447de5788f18125e1ed4896b98318e22275a,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.711218,52.246903,On or near ST ANDREW'S STREET NORTH,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
8e0bbf469f3c8bfba4b4447a6a6cc3c738c55edb36afc1746587f80e2392653d,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.724392,52.483035,On or near MONCKTON AVENUE,E01030263,Waveney 005B,Investigation complete; no suspect identified
4fbcece33d78b3a6146bc832dd3d5d4381a52a4601cac5273cddc6d350b1b6fe,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.393689,52.240202,On or near THE HAMILTONS,E01029949,Forest Heath 008B,Investigation complete; no suspect identified
ab167681002a838e45020b539f6fcd5ac90ee57253594c60c4b299db0cc3b15a,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.712620,52.244668,On or near ABBEYGATE STREET,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
71f94ea9253bcb698f20ba425b768ade8b15cdaec1dcc678f9478bb028a680da,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.125706,52.055766,On or near KELLY ROAD,E01029984,Ipswich 010A,Investigation complete; no suspect identified
79ceaf04fe5fa31bc5cda838ef25e112199222fc9b7e66fa6e49e810733a4e01,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.139301,52.053021,On or near HOLMAN COURT,E01029985,Ipswich 010B,Investigation complete; no suspect identified
08d1d5c92a3fe5d270456eba3a3c30bfaa4274a947e256fd363e360183fad365,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.523353,52.352406,On or near CONIFER CLOSE,E01029946,Forest Heath 004D,Investigation complete; no suspect identified
3b2e3e5f048b5c0ff220229e729046ceae1074ba3990d955f3b13c8ddc9e501d,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.214454,52.050876,On or near BLAIR CLOSE,E01030204,Suffolk Coastal 011C,Investigation complete; no suspect identified
8a205b9cd90e63961099e9e269e23acca184d9f7af248d67dd96d6d6628b87be,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.502045,52.348507,On or near MACPHERSON ROBERTSON WAY,E01029939,Forest Heath 004B,Investigation complete; no suspect identified
2343f711c73f637ceef8e8046f4ae5a04f0c9d57304ca758db10ce665184af5a,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.854376,52.031934,On or near SHERBOURNE STREET,E01029875,Babergh 009A,Investigation complete; no suspect identified
e80a1310a77f76da5815401b13f1e5c89f9b031d3b30c7ded86501866cbf8226,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.205486,52.038502,On or near LIMETREE DRIVE,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
e5bec8d7450d5d91cb258de8986272f878b44c6aa6fe24c796d6a31d36752634,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.110973,52.106566,On or near GREYHOUND CORNER,E01030045,Mid Suffolk 012C,Investigation complete; no suspect identified
83d5955150d0050b2e59b35f990426e0ea5b37381e20cbd44fec2ef426f8acc7,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.739907,52.466912,On or near BEACONSFIELD ROAD,E01030254,Waveney 007B,Investigation complete; no suspect identified
c68f7ef6328e7652d8c0f816e2fe63e778e670432547ff2d1166abd7f06c38cc,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.137932,52.078231,On or near WILLOWCROFT ROAD,E01029975,Ipswich 002C,Investigation complete; no suspect identified
f0ae3eae9cdb2a77e9efb88e9ddc556771346e384238adcb1a94da88be29e89c,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.584145,52.239971,On or near BARROW HILL,E01030098,St Edmundsbury 008A,Investigation complete; no suspect identified
57d8a337d2212802ce96c5b6b01aad7f8bb8405207d3a841bde12bf3cab0d25e,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.155239,52.056858,On or near Shopping Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
d046090f76bf54dbeb4b8aaab46b5fe26fad1d5837d134a5f6aa0fa0b8bd1f13,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.319949,52.090869,On or near TIDE MILL WAY,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
bcc96fd8903dc245dd21d3a2f4f9b0db11a3cbf84a73ee1740f0a1df26a1189c,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.986648,52.190626,On or near PAGE'S CLOSE,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
41a2cde4aa854f181135ec3f4a95557a0e30c8105b4957098078f70e1ad2efcd,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.140985,52.078680,On or near FIRCROFT ROAD,E01030033,Ipswich 001B,Investigation complete; no suspect identified
7452ac047c8bd9631bdc5cd1aa31cf534d7656ccbd7400e0b121e24a6f7b2591,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.625929,52.447163,On or near GEORGE STREET,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
0bd5d15769ec0279ff0a9b865bf59365db0f175c5806251a2cbde06cb667de91,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.519744,52.350909,On or near ST JOHN'S CLOSE,E01029938,Forest Heath 004A,Investigation complete; no suspect identified
3d2f51a04a34ef8e8f598e829a130cb54e87e361a0d82dfad99dc51d5766faa7,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.152191,52.057290,On or near KING STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
99da8eab580eb9f1dac79a989e7da8469bf5668bdca01ccbfb1675a0230b0c46,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.057463,52.003514,On or near Petrol Station,E01029903,Babergh 010E,Investigation complete; no suspect identified
d6c25d6983aa75325a2e8fcbb9507636076a224d2ed4e45b288a9181e3dcdaa5,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.155239,52.056858,On or near Shopping Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
d422cf2f393355bea1c011ed15239939c384a4bcfbe192e1dc635f9079ac2cff,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.302738,52.099025,On or near RANSOM ROAD,E01030155,Suffolk Coastal 008A,Investigation complete; no suspect identified
843f246a1ead74027a41da0755b7f42ee73970b86dcc48db051e90c7a24d1db9,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.131362,52.077579,On or near TRANMERE GROVE,E01029976,Ipswich 002D,Investigation complete; no suspect identified
09b3524199a57beae6e20e8c1ed17298729644fc8f058b171179f531b1f8c320,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.021109,52.195801,On or near SYCAMORE ROAD,E01030081,Mid Suffolk 005D,Investigation complete; no suspect identified
644197b8778c91ee644cd802c9dd7def3357780fe8813200fb096847323093a5,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.181410,52.036286,On or near Supermarket,E01029983,Ipswich 016F,Investigation complete; no suspect identified
e0ec8fc3f2dba037c1a987c5a3e08f317ef37057d0ae0d1fcd1d3641b52929de,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.831838,52.215822,On or near THE GREEN,E01030086,Mid Suffolk 006D,Investigation complete; no suspect identified
f43c4aa74397ed09fa559a874848a1e4ed356250186d4730e8d0c7c66fc02d0b,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.153147,52.058641,On or near LLOYDS AVENUE,E01033125,Ipswich 007G,Investigation complete; no suspect identified
17c965c81825a140b2ad6c5a1af2757e9e94b6a290e0e34b209de44d8905830c,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.583831,52.202450,On or near QUAKERS WAY,E01030187,Suffolk Coastal 004C,Investigation complete; no suspect identified
f6e5086ce0bb7376b37264d4f681080c1e134b3ea38430933dde601f92e1a65d,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.019999,52.185253,On or near KINGFISHER WAY,E01033319,Mid Suffolk 010H,Investigation complete; no suspect identified
dc0888bd8f03d91d203f3ee5150823ce50de3ee1a325cc2390b6a4720ae38447,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.192882,52.042955,On or near HOWE AVENUE,E01029996,Ipswich 014D,Investigation complete; no suspect identified
cf77e692faf8479820cc35d0e3de6bcffc5b132afee2a0d95dd7add2873c30ec,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.137817,52.076588,On or near ELMCROFT ROAD,E01029975,Ipswich 002C,Investigation complete; no suspect identified
35138c49891034db265b1cd7f4b4857ca53074c2dfc33b7622d5d8c0a1d6dec5,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.160209,52.063389,On or near PARKSIDE AVENUE,E01030007,Ipswich 005A,Investigation complete; no suspect identified
9a4f0341d90db88543026e8f44ade55ee9d861e2d3b90e8c75879cd2869ee76d,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.563558,52.210341,On or near HARLING WAY,E01030189,Suffolk Coastal 004E,Investigation complete; no suspect identified
5646564ba058de501f4c078412c6ac7be5a3de8e9ca54f36c345a11d50a2888d,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.150779,52.058983,On or near HIGH STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
764f56aec9d633de1ac5b00fc2c8a71b96fbf4fd796150d2fdf0eb4b6434a81e,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.132843,52.081011,On or near ARNOLD CLOSE,E01030032,Ipswich 001A,Investigation complete; no suspect identified
f7f87133ae25e59bb7c894936d6253ef2cddb3791e51b2780d7656db4e2550a2,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.321103,52.094605,On or near THE THOROUGHFARE,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
19069eca0421b9c3ebc36d3fcdfea391ff238f7e9526cbe3c665ad5f249e2061,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.748249,52.242296,On or near BEDINGFELD ROAD,E01033050,St Edmundsbury 005G,Investigation complete; no suspect identified
06428f87696d653dd28c1f659c4b3f622a491edaa6011f172b5d1f650222efe3,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.916240,52.233623,On or near THEDWASTRE CLOSE,E01030051,Mid Suffolk 006A,Investigation complete; no suspect identified
5f9e3cc1111e2fe68398280f8840580a5d574e7d84fa03bc3b1dd576472a8e3a,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.754522,52.484951,On or near OSBORNE STREET,E01030248,Waveney 004B,Investigation complete; no suspect identified
0a931f80892e998563d32767ae05244b7336230f1c6b38ae052ada896ce62e2a,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.711568,52.240879,On or near A1302,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
75960e10a0f1552ac046a7be299cc780fc8b323deaea23423066b042f68d5187,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.662883,52.336931,On or near DOVE ROAD,E01030284,Waveney 014C,Investigation complete; no suspect identified
e7838a86f55145093887956017f82399e276e47810880d053b1b2093e6e666dc,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.404200,52.246850,On or near EXETER ROAD,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
b0cc3473031d63eba89a9e49938a6e54ce1222153dc9be7022e4caee46239071,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.719115,52.073535,On or near SWANFIELD,E01029901,Babergh 003B,Investigation complete; no suspect identified
f5b471cfd581997c12cdd8605a6576680d63c19e66280ee5ec62becbe9a00d25,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.114632,52.083203,On or near GODDARD ROAD,E01030031,Ipswich 003E,Investigation complete; no suspect identified
4f8e0cf7d11e485eeea03d8f09f73f0ce4ad85311833d359615c120dbc7aef3a,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.608891,52.441012,On or near ASHDALE PARK,E01029930,Forest Heath 001E,Investigation complete; no suspect identified
1f69bf562147b40931506be99084d0581178e9a153e66a9856c737a6da3c2b9f,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.164186,52.063507,On or near VERMONT CRESCENT,E01030007,Ipswich 005A,Investigation complete; no suspect identified
49dfa667c846778db3c10d27853016c40cd3be340fbff4f474017aee57cd3673,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.709627,52.471986,On or near BRIDGE ROAD,E01030289,Waveney 005D,Investigation complete; no suspect identified
f81ca9b8ba6f0c6642853de27ff07fad2078d5cfe895741c2c7b828a204c03b8,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.738263,52.047084,On or near ACTON LANE,E01029916,Babergh 007E,Investigation complete; no suspect identified
9a8639f717155ff638b9655716ee28315c4ab6712af8d04e9edb2628297a83e6,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.470813,52.375368,On or near FALCON WAY,E01032523,Forest Heath 003F,Investigation complete; no suspect identified
1aad1ab94b0546def7059f7969e4d8900a6e978aba277d1d33c3f7d67d85babf,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.155500,52.049170,On or near Supermarket,E01033122,Ipswich 012F,Investigation complete; no suspect identified
e4a4902e5601e930e9018cb9b727f888a3a7adde0de0c9fbad69f84649310768,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.746567,52.470938,On or near ST JOHN'S ROAD,E01030258,Waveney 007D,Investigation complete; no suspect identified
3aef4381b4b8ccb0d70f88e3c838809f85da7b6bf6a3b7501c026e042db6dfd3,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.732854,52.502746,On or near YARMOUTH ROAD,E01030281,Waveney 002E,Investigation complete; no suspect identified
0c28cdbd17e536cd75e9210854f10f13b1fc6b3b417cb14a8c9fcf8d4bd473cd,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.722037,52.075743,On or near OLIVERS CLOSE,E01029900,Babergh 003A,Investigation complete; no suspect identified
ab88f3748e2ad34757555e104359568dc2916c52ab5174394dcd49b938236007,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.318062,51.981597,On or near DROVER'S COURT,E01030215,Suffolk Coastal 012C,Investigation complete; no suspect identified
9e3475ff1d1bb03ed9fe9c9e74547eee3763efbfa2c5d30223915d36c7b09793,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.735812,52.469506,On or near DURBAN ROAD,E01030258,Waveney 007D,Investigation complete; no suspect identified
94a64fd52e86774738a4e8740cf5ca37f49ca534de1deaef20e4716476274175,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.139126,52.060508,On or near PROSPECT STREET,E01030023,Ipswich 006B,Investigation complete; no suspect identified
8d9363e3f8a1575ea0a236fb86eafa28577061cb951763fbf8896674bbae3df1,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.709219,52.247282,On or near RISBYGATE STREET,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
8cfc54903f6264a3461bee064c823f80b0621c588da0e16381d5932847066733,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.707677,52.264062,On or near MILDENHALL ROAD,E01030130,St Edmundsbury 003A,Investigation complete; no suspect identified
77943a1ecb283f8c5b33a54e5fab4b8931c1330b01fc1b0ef292cc215171974c,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.126492,52.075990,On or near BROADWAY LANE,E01029976,Ipswich 002D,Investigation complete; no suspect identified
8a1562f90549947c92181daf18801b6980c7402ee2fa8eac18e22baa90eea7e4,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.126492,52.075990,On or near BROADWAY LANE,E01029976,Ipswich 002D,Investigation complete; no suspect identified
a5dfb158b4054965ec7dab4e83ba8508c6e510a760d9603b93050e2206424e69,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.734723,52.242692,On or near LAYHILL CLOSE,E01030129,St Edmundsbury 005D,Investigation complete; no suspect identified
a1758243fc16dd98c54fb8e3fa54e867407e5e2c697c8ee699d5ed828809973b,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.145870,52.071553,On or near CHELTENHAM AVENUE,E01029973,Ipswich 002A,Investigation complete; no suspect identified
083717f9694b357be4a6eb90f5c80c7fa3838f6c86b4491547fd2da284cc6d2f,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.178938,52.059180,On or near OAKSTEAD CLOSE,E01030002,Ipswich 008A,Investigation complete; no suspect identified
0d2554b54ed6b1aca7c6ce6a387bbeb70c5d34a74e3de4e884b74815eda02534,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.679070,52.326038,On or near CHILD'S YARD,E01030282,Waveney 014A,Investigation complete; no suspect identified
f57743edc42711c83b0bcd377d5b60de71ceff0af72658f8f11b1cc2748ea3d8,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.633157,52.447686,On or near ST THOMAS CLOSE,E01029926,Forest Heath 001A,Investigation complete; no suspect identified
9e90c89dbc891d59615c106909aaf0aea09f822180288eab48da174889c0b6e0,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.721523,52.230002,On or near KESTREL ROAD,E01030143,St Edmundsbury 009C,Investigation complete; no suspect identified
d81d4615ca110a1ddf33b78b3df61df9b474ae38246f41b8ac8f7e2a9132180e,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.580590,52.447940,On or near PETIT COURONNE WAY,E01030226,Waveney 011A,Investigation complete; no suspect identified
a1661f3ed489e67cecaa7912ac1c840dd85fa9ba25c882c925cabffa7fbf59e7,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.397672,52.262998,On or near Petrol Station,E01029953,Forest Heath 006B,Investigation complete; no suspect identified
fcb530b8fe0158d1d7438947f7476b52499b1f60637dd91f4cb8d6c5dbd0be4e,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.419666,52.090488,On or near MUNNINGS CLOSE,E01030117,St Edmundsbury 013C,Investigation complete; no suspect identified
e187e7b98a64202711a3e18dfbaa6f0d9678caa58bc7965548de1c3652f8d670,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.630663,52.363580,On or near KILN ROAD,E01030229,Waveney 015A,Investigation complete; no suspect identified
2b3f789a96a88519bad5d81767ad6667f70430e946d70461b70b1d4725b0330e,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.518400,52.310944,On or near CHURCH FARM ROAD,E01030219,Suffolk Coastal 001B,Investigation complete; no suspect identified
4da96d38d954dc6f428a95ad7e7cbad7b452d9c1be4a88ff7ad8338cddc84468,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.632374,52.448377,On or near GASHOUSE DROVE,E01029926,Forest Heath 001A,Investigation complete; no suspect identified
29f49ecf4d6e4959f8d9738b672b04190b36835be106cf75fd4e53b3f567486c,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.153147,52.058641,On or near LLOYDS AVENUE,E01033125,Ipswich 007G,Investigation complete; no suspect identified
466e9218668a561764499d8ad92d9f288467492c2308f6a006b2a0d1917db517,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.020325,52.184885,On or near FINCH CLOSE,E01033319,Mid Suffolk 010H,Investigation complete; no suspect identified
bf494100654cdff14e73504cdb092787214adb118e064e857b653df77f27cf87,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.194543,52.030669,On or near RAVENSWOOD AVENUE,E01033128,Ipswich 014F,Investigation complete; no suspect identified
51a96f701f613e47f0786f0826b0e86c4b2e1be6aec12287827433f3539f4720,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.422598,52.084502,On or near DUNSTER DRIVE,E01030109,St Edmundsbury 012A,Investigation complete; no suspect identified
7f061b0a4a6b3d7d2fd3f821453894afdee085f36855e179e6dcea60d63b4248,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.724172,52.077969,On or near MIDDLE WAY,E01029900,Babergh 003A,Investigation complete; no suspect identified
2c2c5367fa326afcd6babb91a9fcaba3079bb4dcd89137eab57498f139cd9d23,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.205179,52.045625,On or near Supermarket,E01029967,Ipswich 009E,Investigation complete; no suspect identified
93cd04f0d67d76028ed56232347e4dffdfd0ebc18499ad2724870d23e1dd302e,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.435257,52.091552,On or near MONEYPIECE CLOSE,E01030111,St Edmundsbury 012C,Investigation complete; no suspect identified
bbd93fda4d309385eef333254c5da3e356b5c5af1799dfca7053a252ac161650,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.132389,52.067028,On or near Supermarket,E01030022,Ipswich 006A,Investigation complete; no suspect identified
7ec81aac1b318ee2825cffb2387f045a31a3a52167f63f8a158cd780d4bddd88,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.170242,52.058155,On or near ALEXANDRA ROAD,E01029960,Ipswich 007C,Investigation complete; no suspect identified
f63552d3d441e72cd32619ee7ed1d47a769eb7d9811cf144595841f59d764b97,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.608891,52.441012,On or near ASHDALE PARK,E01029930,Forest Heath 001E,Investigation complete; no suspect identified
d45a3a9b15673966cabf0ef3b1402d5da5bbe46f0f55997b30cd612701213a80,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.189963,52.072192,On or near ANGUS CLOSE,E01030001,Ipswich 004E,Investigation complete; no suspect identified
2fa86ea09310a8aca0bb240af1957eade3d5f71c02698165409fddb29c366c99,2016-10,Suffolk Constabulary,Suffolk Constabulary,0.448055,52.082114,On or near GIRTON ROAD,E01030105,St Edmundsbury 014A,Investigation complete; no suspect identified
99021f4649088de18e93efaa1fc2c51189abb8b0acc1be2517109d45101ad433,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.137014,52.062444,On or near GATACRE ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
7b2d26fa5505eece22be101d150f78dcd1b4e04cdc277427bad110b614b75fbf,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.323559,52.099942,On or near TURNPIKE LANE,E01030195,Suffolk Coastal 005C,Investigation complete; no suspect identified
d96ed52765d8acfec6d8d4f83908e5e1d853cf974064a3b5a4beea4368ae6689,2016-10,Suffolk Constabulary,Suffolk Constabulary,1.038401,52.002857,On or near THE DRIFT,E01029904,Babergh 010F,Investigation complete; no suspect identified
